,Unnamed: 0,hot_100_url,WeekID,Week Positon,Song,Performer,SongID,Instance,Previous Week Position,Peak Position,Weeks on Chart,Genres,spotify_track_id,spotify_track_preview_url,Duration (ms),Explicit,Album,Danceability,Energy,Key,Loudness (db),Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Popularity,Predictions,pca1,pca2
5239,5239,https://www.billboard.com/charts/hot-100/2018-07-07,2018-07-07,13,Moonlight,XXXTENTACION,MoonlightXXXTENTACION,3,16.0,13,11,"['emo rap', 'miami hip hop']",0JP9xo3adEtGSdUEISiszL,,135090.0,1.0,?,0.921,0.537,9.0,-5.723,0.0,0.0804,0.556,0.00404,0.102,0.711,128.009,4.0,87.0,9,0.33389261214071847,1.983881844702386
19903,19903,https://www.billboard.com/charts/hot-100/2018-07-07,2018-07-07,79,I Know You,Lil Skies Featuring Yung Pinch,I Know YouLil Skies Featuring Yung Pinch,1,92.0,79,3,"['melodic rap', 'rap', 'trap']",5Cg98kiDYtCEHmjcKD0CJD,https://p.scdn.co/mp3-preview/cf3846d7e3fb2cb2756d45fb037675135bbd75c5?cid=b8d3901151d34489a160e3cf0ab1fa94,211200.0,1.0,I Know You (feat. Yung Pinch),0.773,0.602,10.0,-6.384,1.0,0.108,0.194,0.000443,0.141,0.442,74.896,4.0,67.0,8,0.4223237148573942,0.9874915523144043
17165,17165,https://www.billboard.com/charts/hot-100/2018-07-07,2018-07-07,66,Everything's Gonna Be Alright,David Lee Murphy & Kenny Chesney,Everything's Gonna Be AlrightDavid Lee Murphy & Kenny Chesney,1,72.0,66,10,"['contemporary country', 'country', 'country road', 'country rock', 'modern country rock']",2NEBP8SXEqwZt2PRdPXXuy,https://p.scdn.co/mp3-preview/d54146fcec5a2f54b893a55b3780adb4cf489a30?cid=b8d3901151d34489a160e3cf0ab1fa94,229573.0,0.0,No Zip Code,0.764,0.587,5.0,-7.002,0.0,0.0298,0.0721,6.45e-06,0.094,0.494,89.98,4.0,69.0,8,0.22859324164444172,-0.11156566979755986
20124,20124,https://www.billboard.com/charts/hot-100/2018-07-07,2018-07-07,80,Numb,XXXTENTACION,NumbXXXTENTACION,2,82.0,80,3,"['emo rap', 'miami hip hop']",01TnVDiet1DFTsyWKUKovl,,186267.0,0.0,?,0.414,0.416,11.0,-8.024,0.0,0.0251,0.1,0.179,0.131,0.196,159.91,4.0,76.0,1,1.6776870900311267,-0.9717010300424005
388,388,https://www.billboard.com/charts/hot-100/2018-07-07,2018-07-07,1,I Like It,"Cardi B, Bad Bunny & J Balvin","I Like ItCardi B, Bad Bunny & J Balvin",1,2.0,1,12,"['pop', 'pop rap', 'rap']",58q2HKrzhC3ozto2nDdN4z,https://p.scdn.co/mp3-preview/0f8734f51bb0a419959fdad3a0852621f9e6bc89?cid=b8d3901151d34489a160e3cf0ab1fa94,253390.0,1.0,Invasion of Privacy,0.816,0.726,5.0,-3.998,0.0,0.129,0.099,0.0,0.372,0.65,136.048,4.0,85.0,2,-1.4155464803394047,1.575836471265239
17994,17994,https://www.billboard.com/charts/hot-100/2018-07-07,2018-07-07,70,Hope,XXXTENTACION,HopeXXXTENTACION,1,80.0,70,2,"['emo rap', 'miami hip hop']",2ZRo7axmMPeSVUvDbGkJah,,110886.0,1.0,?,0.592,0.457,9.0,-6.081,0.0,0.0603,0.661,0.000331,0.146,0.225,146.04,4.0,82.0,6,1.778039440330944,0.8399297887222097
7355,7355,https://www.billboard.com/charts/hot-100/2018-07-07,2018-07-07,21,Tequila,Dan + Shay,TequilaDan + Shay,2,34.0,21,16,"['contemporary country', 'pop']",42fw0rxRO2xbesF6mJfd4Y,https://p.scdn.co/mp3-preview/fb12ad0f0757edb94b3cbf4911039e526ab1e54c?cid=b8d3901151d34489a160e3cf0ab1fa94,196746.0,0.0,Dan + Shay,0.489,0.581,11.0,-5.731,1.0,0.0281,0.0312,0.0,0.132,0.494,86.016,4.0,77.0,4,-0.045576830432487926,-1.372564091114288
14905,14905,https://www.billboard.com/charts/hot-100/2018-07-07,2018-07-07,55,The Remedy For A Broken Heart (Why Am I So In Love),XXXTENTACION,The Remedy For A Broken Heart (Why Am I So In Love)XXXTENTACION,2,58.0,55,4,"['emo rap', 'miami hip hop']",4UKCKdYiLN6IMA5ZESUTL7,,160184.0,1.0,?,0.699,0.304,1.0,-11.192,1.0,0.0993,0.779,0.000993,0.137,0.271,119.705,4.0,82.0,6,3.8253108203728674,0.9472287060250266
6451,6451,https://www.billboard.com/charts/hot-100/2018-07-07,2018-07-07,18,Changes,XXXTENTACION,ChangesXXXTENTACION,2,18.0,18,11,"['emo rap', 'miami hip hop']",7AFASza1mXqntmGtbxXprO,,121886.0,0.0,?,0.669,0.308,11.0,-10.068,1.0,0.029,0.883,0.0,0.0984,0.52,64.934,4.0,86.0,7,3.2707941146898922,-0.5697089281235809
14998,14998,https://www.billboard.com/charts/hot-100/2018-07-14,2018-07-14,56,Final Fantasy,Drake,Final FantasyDrake,1,,56,1,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",44Du2IM1bGY7dicmLfXbUs,,219960.0,1.0,Scorpion,0.5,0.448,0.0,-10.977,1.0,0.442,0.422,8.03e-06,0.115,0.104,144.204,1.0,65.0,5,4.765712876004554,0.21347342883752554
10631,10631,https://www.billboard.com/charts/hot-100/2018-07-14,2018-07-14,36,Is There More,Drake,Is There MoreDrake,1,,36,1,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",1Tnw0ItH1Macok8gblnPPd,,226906.0,1.0,Scorpion,0.698,0.547,1.0,-7.607,1.0,0.315,0.727,0.0,0.159,0.548,83.801,4.0,64.0,6,1.8827749790241044,1.4345223790587955
13946,13946,https://www.billboard.com/charts/hot-100/2018-07-14,2018-07-14,51,Ratchet Happy Birthday,Drake,Ratchet Happy BirthdayDrake,1,,51,1,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",4SUwJA3eUVNHExxMPEUhQe,,207306.0,1.0,Scorpion,0.657,0.571,2.0,-12.519,1.0,0.14,0.106,0.00121,0.0735,0.626,167.961,4.0,63.0,6,1.352649220937371,1.1912078624046825
9256,9256,https://www.billboard.com/charts/hot-100/2018-07-14,2018-07-14,30,Blue Tint,Drake,Blue TintDrake,1,,30,1,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",4n1bdaKwynQndm47x5HqWX,,162800.0,1.0,Scorpion,0.888,0.372,7.0,-10.254,0.0,0.358,0.013,0.0,0.184,0.123,133.998,4.0,69.0,9,1.885719276471921,3.5675130407387265
5235,5235,https://www.billboard.com/charts/hot-100/2018-07-14,2018-07-14,13,Mob Ties,Drake,Mob TiesDrake,1,,13,1,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",7rC5Pl8rQSX4myONQHYPBK,,205146.0,1.0,Scorpion,0.755,0.575,4.0,-8.393,0.0,0.0678,0.0456,0.00124,0.276,0.49,85.987,4.0,75.0,8,0.49897153269974853,1.4505301732942932
5442,5442,https://www.billboard.com/charts/hot-100/2018-07-14,2018-07-14,14,Elevate,Drake,ElevateDrake,1,,14,1,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",3szf2z1Cy1QMrtHrbn8rz9,,184960.0,1.0,Scorpion,0.758,0.474,1.0,-8.72,1.0,0.146,0.015,0.0,0.116,0.0541,76.062,4.0,68.0,6,1.8045041950858718,1.2881626506201223
606,606,https://www.billboard.com/charts/hot-100/2018-07-14,2018-07-14,1,Nice For What,Drake,Nice For WhatDrake,1,6.0,1,13,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",3CA9pLiwRIGtUBiMjbZmRw,,210746.0,1.0,Scorpion,0.586,0.909,8.0,-6.474,1.0,0.0705,0.0891,0.000109,0.119,0.757,93.394,4.0,82.0,3,-1.1855616597082048,0.1233231240153229
7149,7149,https://www.billboard.com/charts/hot-100/2018-07-14,2018-07-14,21,8 Out Of 10,Drake,8 Out Of 10Drake,1,,21,1,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",0zqy3ss4CwD6u4QPksS0nI,,195720.0,1.0,Scorpion,0.529,0.69,2.0,-7.87,1.0,0.74,0.161,0.0,0.498,0.311,170.54,4.0,66.0,9,0.28429975022511933,3.3334645083565158
11119,11119,https://www.billboard.com/charts/hot-100/2018-07-14,2018-07-14,38,Peak,Drake,PeakDrake,1,,38,1,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",11L064movtyopGdLiX4sVg,,206026.0,1.0,Scorpion,0.686,0.215,9.0,-13.54,0.0,0.0387,0.85,0.000123,0.106,0.273,91.998,4.0,65.0,5,4.843592399137014,1.1597324684632195
23074,23074,https://www.billboard.com/charts/hot-100/2018-07-14,2018-07-14,94,Downtown's Dead,Sam Hunt,Downtown's DeadSam Hunt,2,,94,2,"['contemporary country', 'country pop']",5eFfsbjSouG8qOpg9ZqDl6,,213986.0,0.0,Downtown's Dead,0.624,0.696,11.0,-6.006,1.0,0.0469,0.109,0.0,0.132,0.392,82.001,4.0,61.0,4,-0.09766257733035114,-1.0079006340537398
8961,8961,https://www.billboard.com/charts/hot-100/2018-07-14,2018-07-14,28,Summer Games,Drake,Summer GamesDrake,1,,28,1,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",4HG1YiGBseVKzjyKcmAJen,,247893.0,0.0,Scorpion,0.775,0.482,1.0,-11.269,1.0,0.0357,0.477,0.0456,0.11,0.134,136.016,4.0,66.0,7,2.899461106540586,-0.543335424261481
6359,6359,https://www.billboard.com/charts/hot-100/2018-07-14,2018-07-14,17,Survival,Drake,SurvivalDrake,1,,17,1,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",2yg9UN4eo5eMVJ7OB4RWj3,,136186.0,1.0,Scorpion,0.607,0.596,9.0,-9.09,0.0,0.358,0.133,0.0,0.123,0.149,77.324,4.0,65.0,9,1.4671803359390667,2.3981673761690234
7090,7090,https://www.billboard.com/charts/hot-100/2018-07-14,2018-07-14,20,Talk Up,Drake Featuring JAY-Z,Talk UpDrake Featuring JAY-Z,1,,20,1,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",4ksuI04WMvUnJbHQjgs3L5,,223240.0,1.0,Scorpion,0.758,0.49,11.0,-9.877,1.0,0.139,0.00359,6.61e-06,0.292,0.335,140.116,4.0,65.0,9,1.0424223803254593,1.5291377830801753
3543,3543,https://www.billboard.com/charts/hot-100/2018-07-14,2018-07-14,8,Emotionless,Drake,EmotionlessDrake,1,,8,1,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",5Psnhdkyanjpgc2P8A5TSM,,302173.0,1.0,Scorpion,0.413,0.677,1.0,-5.12,1.0,0.255,0.0249,0.0,0.0793,0.0845,172.501,4.0,69.0,8,0.3982722313913297,0.07171962405097645
3216,3216,https://www.billboard.com/charts/hot-100/2018-07-14,2018-07-14,7,I'm Upset,Drake,I'm UpsetDrake,1,26.0,7,6,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",3qN5qMTKyEEmiTZD38BNTT,,214466.0,1.0,Scorpion,0.899,0.586,11.0,-7.866,0.0,0.344,0.279,0.0,0.0836,0.492,150.001,4.0,75.0,9,0.5674842637595802,3.094998129708019
9770,9770,https://www.billboard.com/charts/hot-100/2018-07-14,2018-07-14,32,Jaded,Drake,JadedDrake,1,,32,1,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",4c2xt1trwYZpMqPWY35Xi9,,262453.0,1.0,Scorpion,0.766,0.271,0.0,-5.697,1.0,0.0412,0.037,0.0,0.175,0.0371,116.02,4.0,70.0,6,1.7639357723831504,0.6002154041820505
1287,1287,https://www.billboard.com/charts/hot-100/2018-07-14,2018-07-14,2,Nonstop,Drake,NonstopDrake,1,,2,1,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",0TlLq3lA83rQOYtrqBqSct,,238614.0,1.0,Scorpion,0.912,0.412,7.0,-8.074,1.0,0.124,0.0164,0.013,0.104,0.422,154.983,4.0,84.0,9,0.8720774606605496,1.7632278318618637
11916,11916,https://www.billboard.com/charts/hot-100/2018-07-14,2018-07-14,42,Finesse,Drake,FinesseDrake,1,,42,1,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",2WP8G2pdddDmnh1xbfKBOI,,182080.0,0.0,Scorpion,0.807,0.32,0.0,-8.152,0.0,0.0582,0.133,0.000328,0.101,0.298,94.99,4.0,70.0,6,1.7590376649655985,0.41227128344067365
11638,11638,https://www.billboard.com/charts/hot-100/2018-07-14,2018-07-14,41,After Dark,Drake Featuring Static Major & Ty Dolla $ign,After DarkDrake Featuring Static Major & Ty Dolla $ign,1,,41,1,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",3mvYQKm8h6M5K5h0nVPY9S,,289560.0,1.0,Scorpion,0.686,0.428,2.0,-13.072,1.0,0.192,0.0414,0.0,0.138,0.329,141.95,4.0,66.0,6,2.463728749391429,1.3577086283685822
16551,16551,https://www.billboard.com/charts/hot-100/2018-07-14,2018-07-14,63,Karma,Queen Naija,KarmaQueen Naija,1,,63,1,"['deep pop r&b', 'pop', 'r&b']",3qmm9AdG0TnShv0drgXNIQ,,176075.0,0.0,Karma,0.592,0.571,1.0,-7.132,1.0,0.174,0.172,0.0,0.106,0.424,104.95,4.0,69.0,1,0.6931434200755034,-0.39845752124580663
17125,17125,https://www.billboard.com/charts/hot-100/2018-07-21,2018-07-21,66,Alone,Halsey Featuring Big Sean & Stefflon Don,AloneHalsey Featuring Big Sean & Stefflon Don,2,71.0,66,13,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop']",2Te14aSrBgFj1CE2sBBVMX,,205660.0,0.0,hopeless fountain kingdom (Deluxe),0.602,0.724,2.0,-3.469,0.0,0.0352,0.0184,0.0,0.606,0.451,100.064,4.0,64.0,0,-1.4357366991810627,-0.6032921019308854
20710,20710,https://www.billboard.com/charts/hot-100/2018-07-21,2018-07-21,83,Drug Addicts,Lil Pump,Drug AddictsLil Pump,1,,83,1,"['emo rap', 'miami hip hop', 'rap', 'trap']",6tpHfEM8eaETzlPOARYWfZ,https://p.scdn.co/mp3-preview/62b8519c242c2e558d18bc9687cc87016ba78846?cid=b8d3901151d34489a160e3cf0ab1fa94,175774.0,1.0,Drug Addicts,0.932,0.481,1.0,-9.499,0.0,0.162,0.0121,0.000497,0.097,0.197,142.078,4.0,62.0,9,1.3278720661129826,2.5834267497639867
12028,12028,https://www.billboard.com/charts/hot-100/2018-07-21,2018-07-21,42,Sit Next To Me,Foster The People,Sit Next To MeFoster The People,1,59.0,42,17,"['indie pop', 'indietronica', 'modern rock', 'rock']",4BdGO1CaObRD4La9l5Zanz,https://p.scdn.co/mp3-preview/30818d41ad44b2b951bd28a404c38cdf5094b64d?cid=b8d3901151d34489a160e3cf0ab1fa94,243146.0,0.0,Sacred Hearts Club,0.638,0.738,6.0,-4.976,0.0,0.0292,0.117,0.000384,0.689,0.657,97.021,4.0,75.0,0,-1.3911187339899154,-0.47423290547633545
14465,14465,https://www.billboard.com/charts/hot-100/2018-07-21,2018-07-21,53,Wifi Lit,Future,Wifi LitFuture,1,,53,1,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",6WlxcZKpEV6Bwe9InoVhMp,https://p.scdn.co/mp3-preview/00c1b4306f3862547551ee3834ba44ab99e10aed?cid=b8d3901151d34489a160e3cf0ab1fa94,176630.0,1.0,BEASTMODE 2,0.884,0.579,2.0,-6.847,1.0,0.299,0.064,2.38e-06,0.182,0.313,144.973,4.0,57.0,9,0.2812107385795102,2.4213099486085894
19338,19338,https://www.billboard.com/charts/hot-100/2018-07-21,2018-07-21,76,Racks Blue,Future,Racks BlueFuture,1,,76,1,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",4lc61NBCDzy2srBHDQeTfN,https://p.scdn.co/mp3-preview/bc751430ec8a5247ed19bed5aa8f3357e5738d23?cid=b8d3901151d34489a160e3cf0ab1fa94,204311.0,1.0,BEASTMODE 2,0.868,0.548,1.0,-7.864,1.0,0.171,0.233,2.67e-06,0.181,0.557,139.999,4.0,54.0,9,0.592478451663972,1.7256949741748657
18194,18194,https://www.billboard.com/charts/hot-100/2018-07-21,2018-07-21,71,Cuddle My Wrist,Future,Cuddle My WristFuture,1,,71,1,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",5UVNjOSh27encRBqTpBWup,https://p.scdn.co/mp3-preview/f79d7a35cac367d6cf566ec3bfba833eab845add?cid=b8d3901151d34489a160e3cf0ab1fa94,181894.0,1.0,BEASTMODE 2,0.903,0.503,11.0,-9.188,0.0,0.335,0.0744,2.09e-05,0.125,0.203,125.0,4.0,54.0,9,1.2416497332547587,3.3123908825694532
18685,18685,https://www.billboard.com/charts/hot-100/2018-07-21,2018-07-21,73,Millidelphia,Meek Mill Featuring Swizz Beatz,MillidelphiaMeek Mill Featuring Swizz Beatz,1,,73,1,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",1dQ84P0W0lOckT02lPEhhP,https://p.scdn.co/mp3-preview/d9cda1b5843e08da374f6e6957a4171907345b18?cid=b8d3901151d34489a160e3cf0ab1fa94,215838.0,1.0,Legends of the Summer,0.851,0.702,1.0,-4.172,1.0,0.268,0.0854,0.0,0.374,0.179,126.94,4.0,65.0,2,-0.48365407168956076,1.843730169970241
16901,16901,https://www.billboard.com/charts/hot-100/2018-07-21,2018-07-21,65,31 Days,Future,31 DaysFuture,1,,65,1,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",7MywASx2OFZngfoORjo1yy,https://p.scdn.co/mp3-preview/5a8f5d7674714fd4a1855e66c8771f396e82f11f?cid=b8d3901151d34489a160e3cf0ab1fa94,240682.0,1.0,BEASTMODE 2,0.875,0.644,1.0,-6.554,1.0,0.222,0.267,0.0,0.125,0.788,139.086,4.0,56.0,2,-0.2354684676354822,1.7476432966763809
19947,19947,https://www.billboard.com/charts/hot-100/2018-07-28,2018-07-28,79,Nico And The Niners,twenty one pilots,Nico And The Ninerstwenty one pilots,1,,79,1,"['modern rock', 'rock']",5SehvGGC53A7SZKCLXQcyt,https://p.scdn.co/mp3-preview/68f0ee687aa4830c067eb90bb404961af459f530?cid=b8d3901151d34489a160e3cf0ab1fa94,225040.0,0.0,Trench,0.728,0.602,9.0,-7.748,0.0,0.185,0.0699,7.01e-06,0.318,0.328,140.081,4.0,74.0,8,0.21646408492424749,0.7027324197294718
12485,12485,https://www.billboard.com/charts/hot-100/2018-07-28,2018-07-28,44,Summertime Magic,Childish Gambino,Summertime MagicChildish Gambino,1,,44,1,"['atl hip hop', 'hip hop', 'pop rap', 'rap']",4j3GWI86JvSaF0BLdmgcfF,https://p.scdn.co/mp3-preview/54b992f72944542c137df6bbb1080f6f76c9df67?cid=b8d3901151d34489a160e3cf0ab1fa94,213600.0,0.0,Summer Pack,0.76,0.579,0.0,-7.374,1.0,0.0569,0.0129,0.00351,0.106,0.125,100.01,4.0,72.0,1,0.8814801307852019,-0.4937818626231011
13664,13664,https://www.billboard.com/charts/hot-100/2018-07-28,2018-07-28,50,Jumpsuit,twenty one pilots,Jumpsuittwenty one pilots,1,60.0,50,2,"['modern rock', 'rock']",1E1uGhNdBe6Dddbgs2KqtZ,https://p.scdn.co/mp3-preview/764e1c0b5b1bca87f69d6c284ecde2616fa59d4e?cid=b8d3901151d34489a160e3cf0ab1fa94,238560.0,0.0,Trench,0.62,0.61,11.0,-8.329,0.0,0.0373,0.00849,0.162,0.205,0.235,127.052,4.0,75.0,1,0.826000461757365,-0.4429035362017014
18628,18628,https://www.billboard.com/charts/hot-100/2018-07-28,2018-07-28,73,Fr Fr,Wiz Khalifa Featuring Lil Skies,Fr FrWiz Khalifa Featuring Lil Skies,1,,73,1,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",1RagpNpkD3KcjXMLGMe99V,https://p.scdn.co/mp3-preview/5761e4ab6a99b8940407ef793957dc448892ae2d?cid=b8d3901151d34489a160e3cf0ab1fa94,195590.0,1.0,Rolling Papers 2,0.916,0.493,1.0,-7.371,0.0,0.162,0.12,2.63e-06,0.211,0.327,140.057,4.0,70.0,9,0.7335451768480047,2.370789599032522
16959,16959,https://www.billboard.com/charts/hot-100/2018-07-28,2018-07-28,65,Growing Pains,Alessia Cara,Growing PainsAlessia Cara,1,86.0,65,3,"['canadian contemporary r&b', 'dance pop', 'pop', 'post-teen pop']",003eoIwxETJujVWmNFMoZy,,193680.0,0.0,Growing Pains,0.353,0.755,1.0,-6.276,0.0,0.733,0.0822,0.0,0.39,0.437,191.153,4.0,60.0,2,-0.6370205286326688,1.9213135014596072
8455,8455,https://www.billboard.com/charts/hot-100/2018-07-28,2018-07-28,26,One Kiss,Calvin Harris & Dua Lipa,One KissCalvin Harris & Dua Lipa,1,29.0,26,15,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'tropical house', 'uk dance']",7ef4DlsgrMEH11cDZd32M6,https://p.scdn.co/mp3-preview/34b3b95afb8e1d34363f01b194b4a729100d3710?cid=b8d3901151d34489a160e3cf0ab1fa94,214846.0,0.0,One Kiss (with Dua Lipa),0.791,0.862,9.0,-3.24,0.0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,4.0,86.0,3,-1.9583352260379487,0.13539589316055856
2371,2371,https://www.billboard.com/charts/hot-100/2018-07-28,2018-07-28,5,Boo'd Up,Ella Mai,Boo'd UpElla Mai,1,5.0,5,16,"['pop', 'pop rap', 'post-teen pop', 'r&b', 'rap', 'uk contemporary r&b', 'urban contemporary']",0At2qAoaVjIwWNAqrscXli,,256063.0,0.0,READY,0.561,0.779,10.0,-5.107,0.0,0.0531,0.0862,0.0,0.078,0.235,81.965,4.0,77.0,4,-0.20860889219642137,-0.9957879925664251
18465,18465,https://www.billboard.com/charts/hot-100/2018-07-28,2018-07-28,72,Hopeless Romantic,Wiz Khalifa Featuring Swae Lee,Hopeless RomanticWiz Khalifa Featuring Swae Lee,1,,72,1,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",7IBSffWIu7P2MC7kMwy2FM,https://p.scdn.co/mp3-preview/9759d95dea3a538299f9b85f93fc3106b2923bdd?cid=b8d3901151d34489a160e3cf0ab1fa94,226742.0,1.0,Rolling Papers 2,0.877,0.477,9.0,-7.379,0.0,0.0587,0.307,0.0,0.0929,0.552,127.023,4.0,77.0,9,0.8707475382192382,1.665651362367085
16495,16495,https://www.billboard.com/charts/hot-100/2018-07-28,2018-07-28,63,Don't Go Breaking My Heart,Backstreet Boys,Don't Go Breaking My HeartBackstreet Boys,2,82.0,63,4,"['boy band', 'dance pop', 'pop']",79Mjfhh393dZdAsTvUFDR6,https://p.scdn.co/mp3-preview/34bed9f45b658ca1949015b6e9efd15cd7c7c089?cid=b8d3901151d34489a160e3cf0ab1fa94,215724.0,0.0,Don't Go Breaking My Heart,0.541,0.703,0.0,-5.573,1.0,0.102,0.0218,0.0,0.0964,0.238,94.858,4.0,62.0,4,0.07961736732438363,-1.181162662339848
15876,15876,https://www.billboard.com/charts/hot-100/2018-08-04,2018-08-04,60,I Might Need Security,Chance The Rapper,I Might Need SecurityChance The Rapper,1,,60,1,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap']",3EApebexZ7YqDIqw2EMTDh,https://p.scdn.co/mp3-preview/6853fbbd75a1903adfa437239f0b45ec13c78617?cid=b8d3901151d34489a160e3cf0ab1fa94,240640.0,1.0,I Might Need Security,0.514,0.693,9.0,-5.868,1.0,0.408,0.177,0.0,0.351,0.287,110.568,3.0,65.0,8,0.7351804794389648,0.9357295962798634
4845,4845,https://www.billboard.com/charts/hot-100/2018-08-04,2018-08-04,12,Delicate,Taylor Swift,DelicateTaylor Swift,1,12.0,12,20,"['pop', 'post-teen pop']",6NFyWDv5CjfwuzoCkw47Xf,,232253.0,0.0,reputation,0.75,0.404,9.0,-10.178,0.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,4.0,77.0,6,2.516105374232781,0.18869319442216492
12189,12189,https://www.billboard.com/charts/hot-100/2018-08-04,2018-08-04,43,I Was Jack (You Were Diane),Jake Owen,I Was Jack (You Were Diane)Jake Owen,1,45.0,43,9,"['contemporary country', 'country', 'country road', 'modern country rock']",3dlCF1mzW1UKMOb4b1XN17,https://p.scdn.co/mp3-preview/2629cf1cc68364de8d45f2a08b98f9ad5aac4b4d?cid=b8d3901151d34489a160e3cf0ab1fa94,187026.0,0.0,Greetings From...Jake,0.603,0.866,6.0,-3.541,1.0,0.0443,0.0819,0.0,0.0521,0.543,94.057,4.0,66.0,0,-1.446930605528513,-1.2807633296528618
13619,13619,https://www.billboard.com/charts/hot-100/2018-08-04,2018-08-04,50,Coming Home,Keith Urban Featuring Julia Michaels,Coming HomeKeith Urban Featuring Julia Michaels,1,62.0,50,5,"['australian country', 'contemporary country', 'country', 'country road']",4pWb8UZ6IPVJA3CPjCNgzq,,213938.0,0.0,Graffiti U,0.383,0.703,4.0,-6.988,1.0,0.228,0.216,5.47e-06,0.131,0.57,88.502,4.0,59.0,1,0.2714711868867204,-1.0079453565585081
17526,17526,https://www.billboard.com/charts/hot-100/2018-08-04,2018-08-04,67,Wasted,Juice WRLD Featuring Lil Uzi Vert,WastedJuice WRLD Featuring Lil Uzi Vert,1,68.0,67,2,"['chicago rap', 'melodic rap']",1a7WZZZH7LzyvorhpOJFTe,,258475.0,1.0,Goodbye & Good Riddance,0.742,0.579,0.0,-5.024,1.0,0.202,0.0381,0.0,0.0952,0.502,144.994,4.0,82.0,8,-0.18261461541259702,1.144650846251299
2557,2557,https://www.billboard.com/charts/hot-100/2018-08-11,2018-08-11,5,No Brainer,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo","No BrainerDJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",1,,5,1,"['dance pop', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",5WvAo7DNuPRmk4APhdPzi8,https://p.scdn.co/mp3-preview/c10ec149a56d1adedd38f0d1ab660b3a3744493f?cid=b8d3901151d34489a160e3cf0ab1fa94,260000.0,1.0,No Brainer,0.552,0.76,0.0,-4.706,1.0,0.342,0.0733,0.0,0.0865,0.639,135.702,5.0,79.0,2,-1.3649775809117768,1.528764295415079
1562,1562,https://www.billboard.com/charts/hot-100/2018-08-11,2018-08-11,3,FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,FEFE6ix9ine Featuring Nicki Minaj & Murda Beatz,1,4.0,3,2,"['emo rap', 'trap']",2l8nEO0vsTRCRnGqQty6qx,https://p.scdn.co/mp3-preview/975aa3227f4d06fba4cd0a3de39bd72e8acaed6e?cid=b8d3901151d34489a160e3cf0ab1fa94,179404.0,1.0,DUMMY BOY,0.931,0.387,1.0,-9.127,1.0,0.412,0.088,0.0,0.136,0.376,125.978,4.0,80.0,9,1.477880071470274,3.2752405063119676
