,Unnamed: 0,hot_100_url,WeekID,Week Positon,Song,Performer,SongID,Instance,Previous Week Position,Peak Position,Weeks on Chart,Genres,spotify_track_id,spotify_track_preview_url,Duration (ms),Explicit,Album,Danceability,Energy,Key,Loudness (db),Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Popularity,Predictions,pca1,pca2
21521,21521,https://www.billboard.com/charts/hot-100/2019-04-06,2019-04-06,87,Faucet Failure,Ski Mask The Slump God,Faucet FailureSki Mask The Slump God,1,90.0,87,5,"['miami hip hop', 'rap', 'trap', 'underground hip hop']",1ThmUihH9dF8EV08ku5AXN,,145626.0,1.0,STOKELEY,0.935,0.552,10.0,-9.373,0.0,0.335,0.111,0.0,0.0952,0.615,99.993,4.0,83.0,0,0.5570335336563742,3.5229338916336626
3763,3763,https://www.billboard.com/charts/hot-100/2019-04-06,2019-04-06,8,Thotiana,Blueface,ThotianaBlueface,1,11.0,8,11,"['cali rap', 'trap']",3oh6SCCeLuXhFpEyepla6G,https://p.scdn.co/mp3-preview/86190aba97b38d4906c5312cad98263f26fbd0a5?cid=b8d3901151d34489a160e3cf0ab1fa94,129264.0,1.0,Famous Cryp,0.906,0.382,10.0,-12.89,0.0,0.269,0.18,0.0,0.113,0.391,104.025,4.0,80.0,0,2.3779485592667147,3.4057096172215093
23884,23884,https://www.billboard.com/charts/hot-100/2019-04-06,2019-04-06,98,Last Hurrah,Bebe Rexha,Last HurrahBebe Rexha,1,,98,1,"['dance pop', 'pop', 'post-teen pop']",0i0wnv9UoFdZ5MfuFGQzMy,https://p.scdn.co/mp3-preview/544f1a165ee7ac62b8a5ddaac1147f977a0ba7ed?cid=b8d3901151d34489a160e3cf0ab1fa94,150333.0,0.0,Last Hurrah,0.514,0.618,11.0,-4.585,0.0,0.0317,0.175,0.0,0.117,0.401,84.259,4.0,76.0,0,-0.08886418073149498,-0.8346297636408385
17457,17457,https://www.billboard.com/charts/hot-100/2019-04-06,2019-04-06,67,One That Got Away,Michael Ray,One That Got AwayMichael Ray,2,78.0,67,5,"['contemporary country', 'country pop', 'country road', 'modern country rock']",2TLDilmv1UmRTfyb7f2Hrx,https://p.scdn.co/mp3-preview/fec652b765465631b57ed15edf9e0475a4aa980a?cid=b8d3901151d34489a160e3cf0ab1fa94,218733.0,0.0,Amos,0.565,0.825,10.0,-4.245,1.0,0.0417,0.00303,0.0,0.0779,0.609,160.003,4.0,64.0,0,-1.6596231086930298,-1.2637725038254473
19649,19649,https://www.billboard.com/charts/hot-100/2019-04-06,2019-04-06,78,Confessions Of A Dangerous Mind,Logic,Confessions Of A Dangerous MindLogic,1,,78,1,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",6yIGZp1AaFBoDczu3b4hVU,,283866.0,1.0,Confessions of a Dangerous Mind,0.806,0.756,7.0,-4.093,0.0,0.208,0.385,0.0,0.11,0.637,141.97,4.0,71.0,0,-0.6790682176164712,1.577241331492953
16,16,https://www.billboard.com/charts/hot-100/2019-04-06,2019-04-06,1,7 Rings,Ariana Grande,7 RingsAriana Grande,1,1.0,1,10,"['dance pop', 'pop', 'post-teen pop']",6ocbgoVGwYJhOv1GgI9NsF,,178626.0,1.0,thank,0.778,0.317,1.0,-10.732,0.0,0.334,0.592,0.0,0.0881,0.327,140.048,4.0,91.0,0,3.172391130378519,2.774967375886652
11988,11988,https://www.billboard.com/charts/hot-100/2019-04-06,2019-04-06,42,Mixed Personalities,YNW Melly Featuring Kanye West,Mixed PersonalitiesYNW Melly Featuring Kanye West,1,43.0,42,10,"['melodic rap', 'trap']",6vWEAOUSxohKxhp0K1BsxL,https://p.scdn.co/mp3-preview/0bec1241dc853706ed7c16650063e2980f15be61?cid=b8d3901151d34489a160e3cf0ab1fa94,230400.0,1.0,We All Shine,0.661,0.44,2.0,-9.104,1.0,0.0803,0.457,0.0,0.128,0.352,149.937,4.0,82.0,0,2.1695337643610686,0.5326183758671347
14954,14954,https://www.billboard.com/charts/hot-100/2019-04-06,2019-04-06,56,Bad Liar,Imagine Dragons,Bad LiarImagine Dragons,2,59.0,56,5,['modern rock'],2RSHsoi04658QL5xgQVov3,,260773.0,0.0,Origins (Deluxe),0.383,0.637,3.0,-6.993,1.0,0.0703,0.0722,0.0,0.368,0.0827,177.913,4.0,84.0,0,0.5544636328513001,-1.6658327898795484
20157,20157,https://www.billboard.com/charts/hot-100/2019-04-06,2019-04-06,80,Splashin,Rich The Kid,SplashinRich The Kid,3,,80,5,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",3KLo7ByvjCNyBrfz5DZ2mO,,177864.0,1.0,The World Is Yours 2,0.942,0.382,10.0,-8.099,1.0,0.564,0.00192,0.0,0.092,0.379,100.017,4.0,78.0,0,1.1139161431603744,4.053079351218379
16940,16940,https://www.billboard.com/charts/hot-100/2019-04-06,2019-04-06,65,Down To The Honkytonk,Jake Owen,Down To The HonkytonkJake Owen,1,81.0,65,13,"['contemporary country', 'country', 'country road', 'modern country rock']",5g0XcG0apQTlO3X8r38vGf,https://p.scdn.co/mp3-preview/f5c774ff38bd8ce8ff5cf707e97912f774bd6532?cid=b8d3901151d34489a160e3cf0ab1fa94,186866.0,1.0,Greetings From...Jake,0.634,0.808,3.0,-4.12,1.0,0.0516,0.19,0.0,0.0898,0.937,82.021,4.0,71.0,0,-1.4335529228628872,0.10360093220671023
16198,16198,https://www.billboard.com/charts/hot-100/2019-04-06,2019-04-06,61,Undrunk,FLETCHER,UndrunkFLETCHER,1,68.0,61,3,"['dance pop', 'electropop', 'indie poptimism', 'pop', 'post-teen pop', 'uk pop']",1Pj5oOFzLYELyyeh1IYRK0,,183428.0,1.0,you ruined new york city for me,0.613,0.579,5.0,-6.484,1.0,0.0833,0.489,0.0,0.126,0.551,91.863,4.0,76.0,0,0.9850650928777608,0.2918554606421741
18532,18532,https://www.billboard.com/charts/hot-100/2019-04-06,2019-04-06,72,Price On My Head,NAV Featuring The Weeknd,Price On My HeadNAV Featuring The Weeknd,1,,72,1,"['canadian hip hop', 'melodic rap', 'pop rap', 'rap', 'toronto rap', 'trap']",4hqOmrCCJKyiuwDexd8c2t,,217775.0,1.0,Bad Habits (Deluxe),0.768,0.574,6.0,-6.104,0.0,0.136,0.384,1.65e-05,0.336,0.278,74.949,4.0,74.0,0,0.9511983120528787,1.4784180285966109
9222,9222,https://www.billboard.com/charts/hot-100/2019-04-13,2019-04-13,29,When The Party's Over,Billie Eilish,When The Party's OverBillie Eilish,3,,29,21,"['electropop', 'pop']",43zdsphuZLzwA9k4DJhU0I,,196077.0,0.0,WHEN WE ALL FALL ASLEE,0.367,0.111,4.0,-14.084,1.0,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,4.0,91.0,0,5.919783522909382,-1.3130916630960718
12746,12746,https://www.billboard.com/charts/hot-100/2019-04-13,2019-04-13,46,All The Good Girls Go To Hell,Billie Eilish,All The Good Girls Go To HellBillie Eilish,1,,46,1,"['electropop', 'pop']",6IRdLKIyS4p7XNiP8r6rsx,,168839.0,0.0,WHEN WE ALL FALL ASLEE,0.726,0.444,8.0,-8.922,0.0,0.372,0.283,0.143,0.177,0.569,185.044,4.0,86.0,0,1.1495275332937074,1.7621350028482126
22831,22831,https://www.billboard.com/charts/hot-100/2019-04-13,2019-04-13,93,Dedication,Nipsey Hussle Featuring Kendrick Lamar,DedicationNipsey Hussle Featuring Kendrick Lamar,1,,93,1,"['conscious hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",6fIjnWrv46njJHLDAY2JdC,https://p.scdn.co/mp3-preview/18d76ba89f8718db9fd1511bc763930e8a658a1c?cid=b8d3901151d34489a160e3cf0ab1fa94,245813.0,1.0,Victory Lap,0.512,0.734,8.0,-5.448,0.0,0.438,0.431,0.0,0.226,0.168,93.995,4.0,69.0,0,0.813100942647273,1.7540411435466212
10528,10528,https://www.billboard.com/charts/hot-100/2019-04-13,2019-04-13,35,Xanny,Billie Eilish,XannyBillie Eilish,1,,35,1,"['electropop', 'pop']",4QIo4oxwzzafcBWkKjDpXY,,243725.0,0.0,WHEN WE ALL FALL ASLEE,0.521,0.125,9.0,-17.832,1.0,0.239,0.751,0.00207,0.265,0.0528,111.554,4.0,84.0,0,6.182384613581069,0.1473634787428952
16301,16301,https://www.billboard.com/charts/hot-100/2019-04-13,2019-04-13,62,Ilomilo,Billie Eilish,IlomiloBillie Eilish,1,,62,1,"['electropop', 'pop']",7qEKqBCD2vE5vIBsrUitpD,,156370.0,0.0,WHEN WE ALL FALL ASLEE,0.855,0.423,5.0,-15.044,0.0,0.0585,0.724,0.469,0.0896,0.572,120.02,4.0,82.0,0,4.170430909858866,0.6586592199327383
16938,16938,https://www.billboard.com/charts/hot-100/2019-04-13,2019-04-13,65,Double Up,Nipsey Hussle Featuring Belly & DOM KENNEDY,Double UpNipsey Hussle Featuring Belly & DOM KENNEDY,1,,65,1,"['conscious hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",4iVD0fTHGxV9JWloujsL3s,https://p.scdn.co/mp3-preview/5eb680e9322ede1cfa96ac0677e7df82f25d97e5?cid=b8d3901151d34489a160e3cf0ab1fa94,361280.0,1.0,Victory Lap,0.604,0.436,2.0,-8.32,1.0,0.188,0.0544,0.000242,0.162,0.239,107.978,4.0,72.0,0,1.8008402899450722,0.5257684765015547
9665,9665,https://www.billboard.com/charts/hot-100/2019-04-13,2019-04-13,31,Wish You Were Gay,Billie Eilish,Wish You Were GayBillie Eilish,1,84.0,31,5,"['electropop', 'pop']",3Fj47GNK2kUF0uaEDgXLaD,,221543.0,0.0,WHEN WE ALL FALL ASLEE,0.853,0.351,7.0,-10.198,1.0,0.241,0.39,9.38e-06,0.752,0.282,118.028,4.0,87.0,0,1.9258173344513432,1.180802766114111
14348,14348,https://www.billboard.com/charts/hot-100/2019-04-13,2019-04-13,53,I Love You,Billie Eilish,I Love YouBillie Eilish,1,,53,1,"['electropop', 'pop']",6CcJMwBtXByIz4zQLzFkKc,,291796.0,0.0,WHEN WE ALL FALL ASLEE,0.421,0.131,0.0,-18.435,1.0,0.0382,0.952,0.00453,0.109,0.12,137.446,4.0,86.0,0,6.859075631290446,-1.4442639153479169
16559,16559,https://www.billboard.com/charts/hot-100/2019-04-13,2019-04-13,63,Listen Before I Go,Billie Eilish,Listen Before I GoBillie Eilish,1,,63,1,"['electropop', 'pop']",0tMSssfxAL2oV8Vri0mFHE,,242652.0,0.0,WHEN WE ALL FALL ASLEE,0.319,0.0561,0.0,-23.023,1.0,0.045,0.935,0.00384,0.388,0.082,79.764,3.0,82.0,0,8.682482513574183,-1.747241786546101
11851,11851,https://www.billboard.com/charts/hot-100/2019-04-13,2019-04-13,41,You Should See Me In A Crown,Billie Eilish,You Should See Me In A CrownBillie Eilish,2,,41,2,"['electropop', 'pop']",3XF5xLJHOQQRbWya6hBp7d,,180952.0,0.0,WHEN WE ALL FALL ASLEE,0.678,0.533,4.0,-10.485,1.0,0.186,0.462,0.219,0.139,0.323,150.455,4.0,86.0,0,2.356182550608039,0.000845179282339286
12219,12219,https://www.billboard.com/charts/hot-100/2019-04-13,2019-04-13,43,My Strange Addiction,Billie Eilish,My Strange AddictionBillie Eilish,1,,43,1,"['electropop', 'pop']",3Tc57t9l2O8FwQZtQOvPXK,,179889.0,0.0,WHEN WE ALL FALL ASLEE,0.939,0.305,8.0,-10.952,0.0,0.354,0.35,0.000169,0.105,0.563,100.029,4.0,83.0,0,2.213155809364444,2.4329692854074407
21481,21481,https://www.billboard.com/charts/hot-100/2019-04-20,2019-04-20,87,Bad Luck,Khalid,Bad LuckKhalid,1,,87,1,"['alternative r&b', 'pop']",2vsuel3g4zaLYSOY0mOMbi,https://p.scdn.co/mp3-preview/4529fe31aba1a9be0ba1e199ebd78f3d961103db?cid=b8d3901151d34489a160e3cf0ab1fa94,231653.0,0.0,Free Spirit,0.432,0.52,1.0,-5.515,0.0,0.0548,0.277,0.371,0.138,0.303,164.047,4.0,72.0,0,1.401604930030636,-1.3559207320331053
8463,8463,https://www.billboard.com/charts/hot-100/2019-04-20,2019-04-20,26,Racks In The Middle,Nipsey Hussle Featuring Roddy Ricch & Hit-Boy,Racks In The MiddleNipsey Hussle Featuring Roddy Ricch & Hit-Boy,1,44.0,26,2,"['conscious hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",6ya8ejoKgw906Y8LWclqrp,https://p.scdn.co/mp3-preview/960bd4ae3b108ff9d9f01981e216591c0b1c880b?cid=b8d3901151d34489a160e3cf0ab1fa94,233277.0,1.0,Racks In The Middle (feat. Roddy Ricch and Hit-Boy),0.671,0.833,5.0,-5.152,0.0,0.395,0.0825,0.0,0.0726,0.702,79.351,4.0,77.0,0,-1.0356884103591821,2.1947218994143953
11737,11737,https://www.billboard.com/charts/hot-100/2019-04-20,2019-04-20,41,Kill This Love,BLACKPINK,Kill This LoveBLACKPINK,1,,41,1,"['k-pop', 'k-pop girl group']",18PergoIrGmRyeYxnaXJN2,,189052.0,0.0,KILL THIS LOVE,0.738,0.861,2.0,-4.141,1.0,0.237,0.32,0.00175,0.325,0.58,131.974,4.0,80.0,0,-1.3099183757600472,0.10041341926019393
8569,8569,https://www.billboard.com/charts/hot-100/2019-04-20,2019-04-20,27,Cool,Jonas Brothers,CoolJonas Brothers,1,,27,1,"['boy band', 'dance pop', 'pop', 'pop rock', 'post-teen pop']",7yfi8B8opXjnRh4VZnOkz9,,167106.0,0.0,Happiness Begins,0.683,0.598,0.0,-5.487,1.0,0.0423,0.00873,0.0,0.156,0.62,78.969,4.0,76.0,0,-0.436392317409724,-0.6871541508565576
23319,23319,https://www.billboard.com/charts/hot-100/2019-04-20,2019-04-20,95,Inmortal,Aventura,InmortalAventura,1,,95,1,"['bachata', 'latin', 'latin hip hop', 'latin pop', 'tropical']",2swZ0X1njeU32SNJeBKIfW,https://p.scdn.co/mp3-preview/1756d090e67c9e3543310d0c49c8944d92ba1490?cid=b8d3901151d34489a160e3cf0ab1fa94,256440.0,0.0,Utopia,0.77,0.775,8.0,-4.65,0.0,0.0349,0.178,0.0,0.0651,0.848,124.015,4.0,75.0,0,-1.4213255359034271,-0.3063739273732843
14837,14837,https://www.billboard.com/charts/hot-100/2019-04-20,2019-04-20,55,My Bad,Khalid,My BadKhalid,2,,55,3,"['alternative r&b', 'pop']",1DUSuNhF8P5vUGNPpQiZa5,https://p.scdn.co/mp3-preview/ca9b72f2d3b9fc284eb7f2e85774160b6cf13e68?cid=b8d3901151d34489a160e3cf0ab1fa94,166101.0,0.0,My Bad,0.645,0.568,5.0,-9.127,0.0,0.0823,0.543,0.266,0.257,0.391,84.999,4.0,73.0,0,2.130275392092286,-0.2142264915667847
18119,18119,https://www.billboard.com/charts/hot-100/2019-04-20,2019-04-20,70,There Was This Girl,Riley Green,There Was This GirlRiley Green,2,75.0,70,7,"['contemporary country', 'country road']",7grWGhX8SHNmyGOkMNVMCt,,194426.0,0.0,Different 'Round Here,0.616,0.877,1.0,-4.223,1.0,0.0347,0.00258,2.56e-06,0.114,0.94,127.981,4.0,70.0,0,-2.257311647417539,-1.1429143767449224
15307,15307,https://www.billboard.com/charts/hot-100/2019-04-20,2019-04-20,57,Saturday Nights,Khalid & Kane Brown,Saturday NightsKhalid & Kane Brown,2,81.0,57,9,"['alternative r&b', 'pop']",5kfNriitmkNE8mUbZ7gbq8,https://p.scdn.co/mp3-preview/8c9de7d1a1da28f8e1da8bad0c7ce58f97da9f71?cid=b8d3901151d34489a160e3cf0ab1fa94,210666.0,0.0,Suncity,0.551,0.44,10.0,-8.559,1.0,0.0985,0.606,3.02e-05,0.11,0.341,167.923,4.0,80.0,0,2.1191256470047897,-0.8645814866472279
22942,22942,https://www.billboard.com/charts/hot-100/2019-04-20,2019-04-20,93,Right Back,Khalid,Right BackKhalid,1,,93,1,"['alternative r&b', 'pop']",6PYnUsNEpYC7A4BS2sjw3L,https://p.scdn.co/mp3-preview/276028634b0fdea7ce864b74a2baa42c178cc1a7?cid=b8d3901151d34489a160e3cf0ab1fa94,254999.0,0.0,Right Back (feat. A Boogie Wit Da Hoodie),0.786,0.428,5.0,-10.011,0.0,0.31,0.0933,1.1e-06,0.156,0.556,97.001,4.0,79.0,0,1.3409280063936058,1.4724457493610754
7167,7167,https://www.billboard.com/charts/hot-100/2019-04-20,2019-04-20,21,Beautiful Crazy,Luke Combs,Beautiful CrazyLuke Combs,3,26.0,21,22,['contemporary country'],2rxQMGVafnNaRaXlRMWPde,https://p.scdn.co/mp3-preview/46f30246879a353edb15e19f91eb63376053cace?cid=b8d3901151d34489a160e3cf0ab1fa94,193200.0,0.0,This One's for You Too (Deluxe Edition),0.552,0.402,11.0,-7.431,1.0,0.0262,0.676,0.0,0.0928,0.382,103.313,4.0,82.0,0,2.255970239148303,-1.2784325483965777
17872,17872,https://www.billboard.com/charts/hot-100/2019-04-20,2019-04-20,69,Monopoly,Ariana Grande & Victoria Monet,MonopolyAriana Grande & Victoria Monet,1,70.0,69,2,"['dance pop', 'pop', 'post-teen pop']",6tsOcBnaKgzK22yEiqRh8P,,158586.0,1.0,MONOPOLY,0.892,0.507,0.0,-8.282,1.0,0.378,0.704,3.14e-05,0.109,0.695,143.96,4.0,74.0,0,1.4855448166831884,2.714569243293761
24268,24268,https://www.billboard.com/charts/hot-100/2019-04-20,2019-04-20,100,Victory Lap,Nipsey Hussle Featuring Stacy Barthe,Victory LapNipsey Hussle Featuring Stacy Barthe,1,,100,1,"['conscious hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",6hkQ6OQ6nhe7QCckH91aGa,https://p.scdn.co/mp3-preview/adfa66638514927d4b1f10fce1d605485cdb27cf?cid=b8d3901151d34489a160e3cf0ab1fa94,238333.0,1.0,Victory Lap,0.597,0.755,4.0,-2.209,0.0,0.052,0.0423,0.0,0.582,0.0467,89.146,4.0,68.0,0,-0.891775653190221,0.3550719479058248
3495,3495,https://www.billboard.com/charts/hot-100/2019-04-20,2019-04-20,8,Better,Khalid,BetterKhalid,1,16.0,8,30,"['alternative r&b', 'pop']",6zeeWid2sgw4lap2jV61PZ,https://p.scdn.co/mp3-preview/59f5d00716f1746194f556bd3fa05b1439533598?cid=b8d3901151d34489a160e3cf0ab1fa94,229320.0,0.0,Suncity,0.596,0.552,0.0,-10.278,0.0,0.097,0.0765,0.334,0.104,0.112,97.949,4.0,82.0,0,2.4307653114829537,-0.4066711422408156
19300,19300,https://www.billboard.com/charts/hot-100/2019-04-20,2019-04-20,76,Last Time That I Checc'd,Nipsey Hussle Featuring YG,Last Time That I Checc'dNipsey Hussle Featuring YG,1,82.0,76,2,"['conscious hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",39xWBHPM4E9MwzEy5gbM7p,https://p.scdn.co/mp3-preview/3c1aff4256822c342925cce6099ceaa14de0ca27?cid=b8d3901151d34489a160e3cf0ab1fa94,225573.0,1.0,Victory Lap,0.711,0.746,1.0,-4.224,1.0,0.253,0.0289,0.0,0.371,0.279,96.024,4.0,69.0,0,-0.6625865131242058,1.2669468630353906
16298,16298,https://www.billboard.com/charts/hot-100/2019-04-27,2019-04-27,62,I've Been Waiting,Lil Peep & iLoveMakonnen Featuring Fall Out Boy,I've Been WaitingLil Peep & iLoveMakonnen Featuring Fall Out Boy,1,67.0,62,6,"['emo rap', 'lgbtq+ hip hop']",2v5JTeM6hSmi5wWy7jiwrI,https://p.scdn.co/mp3-preview/113708d3c1425ae8f04571d103c2b87221305c5a?cid=b8d3901151d34489a160e3cf0ab1fa94,233613.0,1.0,I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy),0.741,0.845,5.0,-3.568,0.0,0.0381,0.15,0.0,0.174,0.926,129.939,4.0,78.0,0,-2.0532343781771556,0.8124499909667418
8938,8938,https://www.billboard.com/charts/hot-100/2019-04-27,2019-04-27,28,Sanguine Paradise,Lil Uzi Vert,Sanguine ParadiseLil Uzi Vert,1,,28,1,"['melodic rap', 'philly rap', 'pop rap', 'rap', 'trap']",3XiNC94b4Tq1xwv70sQJGN,https://p.scdn.co/mp3-preview/26462b5ccbae45673ca15b59b5c52a7d50103e50?cid=b8d3901151d34489a160e3cf0ab1fa94,243976.0,1.0,Sanguine Paradise,0.729,0.603,6.0,-6.736,0.0,0.0666,0.0948,0.0,0.113,0.207,134.972,4.0,84.0,0,0.6146893228560427,1.0599580273044513
17135,17135,https://www.billboard.com/charts/hot-100/2019-04-27,2019-04-27,66,Blue On Black,"Five Finger Death Punch Featuring Kenny Wayne Shepherd, Brantley Gilbert & Brian May","Blue On BlackFive Finger Death Punch Featuring Kenny Wayne Shepherd, Brantley Gilbert & Brian May",1,,66,1,"['alternative metal', 'groove metal', 'nu metal', 'post-grunge']",7nioCrPVTkYopUB1rTvtK1,https://p.scdn.co/mp3-preview/144a98c442362d05dd5cc94c8818d2a730d4cbc1?cid=b8d3901151d34489a160e3cf0ab1fa94,274615.0,0.0,Blue on Black,0.452,0.882,7.0,-4.406,1.0,0.0362,0.00254,2.17e-05,0.0836,0.398,156.277,4.0,65.0,0,-1.246238545475803,-1.937760520654288
3503,3503,https://www.billboard.com/charts/hot-100/2019-04-27,2019-04-27,8,Boy With Luv,BTS Featuring Halsey,Boy With LuvBTS Featuring Halsey,1,,8,1,"['k-pop', 'k-pop boy group']",5KawlOMHjWeUjQtnuRs22c,https://p.scdn.co/mp3-preview/d16797fb391fb909f3c46454d7cf89a2718f8171?cid=b8d3901151d34489a160e3cf0ab1fa94,229773.0,0.0,MAP OF THE SOUL : PERSONA,0.645,0.862,11.0,-4.757,0.0,0.0965,0.0923,0.0,0.192,0.798,119.991,4.0,87.0,0,-1.8455816444297881,-0.2852856571863201
19379,19379,https://www.billboard.com/charts/hot-100/2019-04-27,2019-04-27,76,That's A Rack,Lil Uzi Vert,That's A RackLil Uzi Vert,1,,76,1,"['melodic rap', 'philly rap', 'pop rap', 'rap', 'trap']",4pCEIQ6wBVuaJdER5bALtO,https://p.scdn.co/mp3-preview/45f42426125907cf4c3d28e015ad4d495143f16f?cid=b8d3901151d34489a160e3cf0ab1fa94,236571.0,1.0,That's a Rack,0.852,0.432,1.0,-8.04,0.0,0.501,0.0599,0.0,0.146,0.258,140.042,4.0,76.0,0,1.2928180397984095,3.649150841910415
23340,23340,https://www.billboard.com/charts/hot-100/2019-04-27,2019-04-27,95,Make It Right,BTS,Make It RightBTS,1,,95,1,"['k-pop', 'k-pop boy group']",314ZkcV7oLWG8yWE7LABvH,https://p.scdn.co/mp3-preview/fd5b0ad0cbe5fb2bc20db19b89679699f9312715?cid=b8d3901151d34489a160e3cf0ab1fa94,226321.0,0.0,Make It Right (feat. Lauv),0.584,0.685,7.0,-7.811,1.0,0.425,0.0304,0.0,0.189,0.345,97.551,4.0,86.0,0,0.3148390840241573,0.6911089799424188
11933,11933,https://www.billboard.com/charts/hot-100/2019-04-27,2019-04-27,42,Here Tonight,Brett Young,Here TonightBrett Young,2,45.0,42,15,['contemporary country'],38nVuIj9mi5a8oopOJhSJk,,216533.0,0.0,Ticket To L.A.,0.517,0.776,11.0,-5.271,1.0,0.0362,0.0144,0.0,0.113,0.448,96.002,4.0,69.0,0,-0.7547440430528191,-1.443319470640901
17686,17686,https://www.billboard.com/charts/hot-100/2019-04-27,2019-04-27,68,SOS,Avicii Featuring Aloe Blacc,SOSAvicii Featuring Aloe Blacc,1,,68,1,"['big room', 'edm', 'pop']",2x0RZdkZcD8QRI53XT4GI5,,157202.0,0.0,TIM,0.802,0.645,5.0,-6.181,0.0,0.0715,0.272,0.0,0.119,0.376,100.001,4.0,85.0,0,0.24052071547153833,0.25264507926792257
6210,6210,https://www.billboard.com/charts/hot-100/2019-05-04,2019-05-04,17,Earth,Lil Dicky,EarthLil Dicky,1,,17,1,"['pop rap', 'rap']",2S1LebN6AXXQqJolBxlWgO,https://p.scdn.co/mp3-preview/4dd847a93387b64ed99e8abf68aff88c73d5c8a2?cid=b8d3901151d34489a160e3cf0ab1fa94,281500.0,1.0,Earth,0.694,0.664,2.0,-4.649,1.0,0.05,0.639,0.0,0.0929,0.676,95.941,4.0,76.0,0,0.4996232143307148,-0.13317182017190593
11231,11231,https://www.billboard.com/charts/hot-100/2019-05-04,2019-05-04,39,Clout,Offset Featuring Cardi B,CloutOffset Featuring Cardi B,2,72.0,39,3,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",59ywHNwwchG4nZJMLyxSzd,,205803.0,1.0,FATHER OF 4,0.919,0.622,1.0,-7.384,1.0,0.0997,0.228,4.24e-06,0.122,0.424,140.022,4.0,80.0,0,0.46554470233552664,1.4394618096882805
9507,9507,https://www.billboard.com/charts/hot-100/2019-05-04,2019-05-04,31,Envy Me,Calboy,Envy MeCalboy,1,35.0,31,19,"['chicago rap', 'melodic rap', 'rap', 'southern hip hop', 'trap']",7rvyVWja33WG9R97oeJAjx,https://p.scdn.co/mp3-preview/503bfbcca88f47c6d6176d1fc47c8662cd8e11ba?cid=b8d3901151d34489a160e3cf0ab1fa94,120133.0,1.0,Wildboy,0.74,0.488,1.0,-7.664,0.0,0.27,0.234,0.0,0.241,0.584,149.042,4.0,79.0,0,0.5686818869081333,2.5592010041638686
22226,22226,https://www.billboard.com/charts/hot-100/2019-05-04,2019-05-04,90,Slide,French Montana Featuring Blueface & Lil Tjay,SlideFrench Montana Featuring Blueface & Lil Tjay,1,,90,1,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",40Zb4FZ6nS1Hj8RVfaLkCV,https://p.scdn.co/mp3-preview/0ec4db9e6c96f89199189a0076e305da7bbedb06?cid=b8d3901151d34489a160e3cf0ab1fa94,186344.0,1.0,Slide (feat. Blueface & Lil Tjay),0.532,0.704,5.0,-3.895,0.0,0.26,0.093,0.0,0.184,0.591,96.004,4.0,72.0,0,-0.8382011492407965,1.3080731247695982
1451,1451,https://www.billboard.com/charts/hot-100/2019-05-04,2019-05-04,2,Wow.,Post Malone,Wow.Post Malone,1,2.0,2,18,"['dfw rap', 'melodic rap', 'rap']",7xQAfvXzm3AkraOtGPWIZg,,149546.0,1.0,Hollywood's Bleeding,0.829,0.539,11.0,-7.359,0.0,0.208,0.136,1.78e-06,0.103,0.388,99.96,4.0,89.0,0,0.617389877300789,2.4296423345589964
20980,20980,https://www.billboard.com/charts/hot-100/2019-05-04,2019-05-04,84,Ocean Eyes,Billie Eilish,Ocean EyesBillie Eilish,4,91.0,84,10,"['electropop', 'pop']",7hDVYcQq6MxkdJGweuCtl9,,200379.0,0.0,dont smile at me,0.511,0.363,4.0,-7.65,0.0,0.041,0.816,0.0317,0.084,0.169,144.892,4.0,85.0,0,3.0746540593766616,-1.009806051936091
15061,15061,https://www.billboard.com/charts/hot-100/2019-05-04,2019-05-04,56,Make It Sweet,Old Dominion,Make It SweetOld Dominion,1,57.0,56,17,"['contemporary country', 'country road']",23vpjrt7G0ERE2L95dyxdI,https://p.scdn.co/mp3-preview/4348b7b358ef9fdeda197d019e71da64223c466c?cid=b8d3901151d34489a160e3cf0ab1fa94,187000.0,0.0,Old Dominion,0.424,0.837,7.0,-4.453,1.0,0.0472,0.0373,0.0,0.0665,0.555,180.166,4.0,69.0,0,-1.4633447693259516,-1.6455300053608128
